publisher,textbook_version,book_slug,unit,unit_title,lesson,lemma,stressed_lemma,part_of_speech,definition_zh,gender,aspect,aspect_pair,example,example_zh,audio_url,source
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,рисунок,рису́нок,noun,图画,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,смотреть,смо́треть,verb,看/观看,,imperfective,смо́треть//посмо́треть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,спорт,спорт,noun,体育运动,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,среда,среда́,noun,星期三,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,суббота,суббо́та,noun,星期六,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,телевизор,телеви́зор,noun,电视机,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,ходить,ходи́ть,verb,走/去（不定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,3,четверг,четверг,noun,星期四,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,балкон,балко́н,noun,阳台,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,висеть,ви́сеть,verb,挂/悬挂,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,звонить,звони́ть,verb,打电话,,imperfective,звони́ть//позвони́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,квартира,кварти́ра,noun,住宅/单元房,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,комната,ко́мната,noun,房间,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,кухня,ку́хня,noun,厨房,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,лежать,лежа́ть,verb,躺,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,лифт,лифт,noun,电梯,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,мебель,ме́бель,noun,家具,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,понравиться,понра́виться,verb,喜欢/中意,,perfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,светлый,све́тлый,adjective,明亮的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,снимать,снима́ть,verb,租（房）/脱/拍摄,,imperfective,снима́ть//снять,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,сниматься,снима́ться,verb,住宿/（电影）拍摄,,imperfective,снима́ться//сняться,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,стиральная машина,стира́льная маши́на,noun,洗衣机,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,стоять,стоя́ть,verb,站/立,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,телефон,телефо́н,noun,电话,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,удобный,удо́бный,adjective,方便的/舒适的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,холодильник,холоди́льник,noun,冰箱,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,хотеть,хоте́ть,verb,想/要,,imperfective,хоте́ть//захоте́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,центр,це́нтр,noun,中心,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,1,第 1 单元,4,этаж,эта́ж,noun,楼层,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,блузка,блу́зка,noun,女短衫,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,ботинки,боти́нки,noun,靴子,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,брюки,брю́ки,noun,裤子,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,везти,везти́,verb,运送（定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,вести,вести́,verb,引导/带领,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,водить,води́ть,verb,带领/驾驶（不定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,возить,вози́ть,verb,运送（不定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,возраст,во́зраст,noun,年龄,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,костюм,костю́м,noun,套装/西装,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,кроссовки,кроссо́вки,noun,运动鞋,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,куртка,ку́ртка,noun,短上衣,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,лёгкий,лёгкий,adjective,轻的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,модный,мо́дный,adjective,时髦的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,надевать,надева́ть,verb,穿上/戴上,,imperfective,надева́ть//наде́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,нести,нести́,verb,拿/提/抱,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,носить,носи́ть,verb,携带/背/抱（不定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,обувь,о́бувь,noun,鞋,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,одеваться,одева́ться,verb,穿（衣服）,,imperfective,одева́ться//оде́ться,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,одежда,оде́жда,noun,衣服,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,пальто,пальто́,noun,大衣,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,перчатки,перча́тки,noun,手套,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,платье,пла́тье,noun,连衣裙,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,пуховик,пухови́к,noun,羽绒服,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,рубашка,ру́башка,noun,衬衫,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,сапоги,сапо́ги,noun,长靴,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,свободный,свобо́дный,adjective,自由的/宽松的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,снимать,снима́ть,verb,脱下,,imperfective,снима́ть//снять,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,тёплый,тёплый,adjective,暖和的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,туфли,ту́фли,noun,便鞋,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,удобный,удо́бный,adjective,舒适的/方便的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,шапка,ша́пка,noun,帽子,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,шарф,шарф,noun,围巾,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,5,юбка,ю́бка,noun,裙子,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,везде,ве́зде,adverb,到处,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,гладить,глади́ть,verb,熨平,,imperfective,глади́ть//поглади́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,глажка,гла́жка,noun,熨衣服,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,готовить,гото́вить,verb,准备/做饭,,imperfective,гото́вить//пригото́вить,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,готовка,го́товка,noun,做饭,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,грязный,гря́зный,adjective,脏的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,занятие,заня́тие,noun,课/活动,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,мыло,мы́ло,noun,肥皂,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,мыть,мыть,verb,洗,,imperfective,мыть//вы́мыть/помыть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,покупать,покупа́ть,verb,买,,imperfective,покупа́ть//купи́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,покупка,по́купка,noun,购买,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,посуда,посу́да,noun,器皿/餐具,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,пылесос,пылесо́с,noun,吸尘器,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,пылесосить,пылесо́сить,verb,吸尘,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,работать,рабо́тать,verb,工作,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,рядом,ря́дом,adverb,并排/在旁边,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,стирать,стира́ть,verb,洗（衣服）,,imperfective,стира́ть//постира́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,стирка,сти́рка,noun,洗衣服,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,тряпка,тря́пка,noun,抹布,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,убирать,убира́ть,verb,收拾/整理,,imperfective,убира́ть//убра́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,уборка,у́борка,noun,打扫,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,утюг,утю́г,noun,熨斗,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,учиться,учи́ться,verb,学习,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,чистить,чи́стить,verb,刷/擦,,imperfective,чи́стить//почи́стить,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,чистый,чи́стый,adjective,干净的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,швабра,шва́бра,noun,拖把,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,6,щётка,щётка,noun,刷子,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,автобус,авто́бус,noun,公共汽车,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,бежать,бежа́ть,verb,跑（定向）,,imperfective,бежа́ть//побежа́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,быстро,бы́стро,adverb,快地,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,велосипед,велосипе́д,noun,自行车,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,гулять,гуля́ть,verb,散步,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,долго,до́лго,adverb,长时间地,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,ехать,е́хать,verb,乘/坐/骑（定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,идти,идти́,verb,走（定向）,,imperfective,идти́//пойти́,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,как,как,adverb,怎样/如何,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,кататься,ката́ться,verb,游玩/乘车兜风,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,корабль,кора́бль,noun,轮船,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,лес,лес,noun,森林,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,летать,лета́ть,verb,飞（不定向）,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,лететь,лете́ть,verb,飞（定向）,,imperfective,лете́ть//полете́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,машина,маши́на,noun,汽车,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,медленно,ме́дленно,adverb,慢地,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,метро,метро́,noun,地铁,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,море,мо́ре,noun,海,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,мост,мост,noun,桥,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,мотоцикл,мотоци́кл,noun,摩托车,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,озеро,о́зеро,noun,湖,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,парк,парк,noun,公园,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,площадь,пло́щадь,noun,广场,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,плыть,плыть,verb,游（定向）,,imperfective,плыть//поплыть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,поезд,по́езд,noun,火车,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,поле,по́ле,noun,田野,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,река,река́,noun,河/江,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,сад,сад,noun,花园/园子,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,самолёт,самолёт,noun,飞机,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,такси,та́кси,noun,出租车,neuter,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,трамвай,трамва́й,noun,有轨电车,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,троллейбус,тролле́йбус,noun,无轨电车,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,7,улица,у́лица,noun,街道,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,без,без,preposition,没有/无,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,брать,брать,verb,拿,,imperfective,брать//взять,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,вкусный,вку́сный,adjective,美味的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,гость,гость,noun,客人,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,двор,двор,noun,院子,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,жаль,жа́ль,adverb,可惜/可怜,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,звонок,звоно́к,noun,铃,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,знакомить,знако́мить,verb,介绍/使认识,,imperfective,знако́мить//познако́мить,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,иметь,име́ть,verb,有/具有,,imperfective,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,капуста,капу́ста,noun,卷心菜,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,левый,ле́вый,adjective,左面的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,огурец,огуре́ц,noun,黄瓜,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,подарок,пода́рок,noun,礼物,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,правый,пра́вый,adjective,右边的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,праздник,пра́здник,noun,节日,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,рис,рис,noun,大米/米饭,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,с,с,preposition,和…一起/由/从,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,сахар,са́хар,noun,糖,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,тарелка,та́релка,noun,盘子/菜,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,третий,тре́тий,numeral,第三,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,фотографировать,фотографи́ровать,verb,照相,,imperfective,фотографи́ровать//сфотографи́ровать,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,хлеб,хлеб,noun,面包,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,2,第 2 单元,8,чай,чай,noun,茶,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,билет,биле́т,noun,票,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,виза,ви́за,noun,签证,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,гостиница,гости́ница,noun,宾馆,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,далеко,далеко́,adverb,远,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,дорога,доро́га,noun,路/道路,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,жарко,жа́рко,adverb,热,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,загорать,загора́ть,verb,晒太阳,,imperfective,загора́ть//загоре́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,знаменитый,знамени́тый,adjective,著名的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,интересный,интере́сный,adjective,有趣的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,каникулы,кани́кулы,noun,假期,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,комфортно,ко́мфортно,adverb,舒适,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,костёр,костёр,noun,篝火,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,красивый,краси́вый,adjective,美丽的,,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,купаться,купа́ться,verb,洗澡,,imperfective,купа́ться//вы́купаться,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,остров,о́стров,noun,岛,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,отдых,отды́х,noun,休息,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,отдыхать,отдыха́ть,verb,休息,,imperfective,отдыха́ть//отдохну́ть,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,отправляться,отправля́ться,verb,出发,,imperfective,отправля́ться//отпра́виться,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,отпуск,о́тпуск,noun,休假,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,палатка,пала́тка,noun,帐篷,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,пляж,пляж,noun,沙滩,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,поездка,пое́здка,noun,（乘车）出行,feminine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,поход,поход,noun,行军/远足,masculine,,,,,,遇见俄语微信公众号/教材整理
pep,人教版俄语教材,pep-ru-junior-g8-full,3,第 3 单元,9,приезжать,прие́зжать,verb,（乘车）来到,,imperfective,прие́зжать//прие́хать,,,,遇见俄语微信公众号/教材整理
